anio,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_barrio_localidad,nombre_barrio_localidad,codigo_zona,nombre_zona,codigo_establecimiento,codigo_institucion,nombre_institucion,sector_o_tipo_gestion,codigo_region_administrativa,nombre_region_administrativa,nombre_supervisor,niveles_modalidades,codigo_tipo_organizacion,nombre_tipo_organizacion,participacion_comunitaria,direccion,nro_telefono,tiene_internet,paginaweb,correo_electronico,anho_cod_geo,uri_establecimiento,uri_institucion
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407002,SAN ROQUE,1,URBANA,1407006,9674,984 GRAL.BERNARDINO CABALLERO,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",1,ESCUELA CENTRO,SI,CURUPAYTY E/ ROBERTO RIVAS,047 230442,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407006,http://datos.mec.gov.py/id/instituciones/9674
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407120,ARENA BLANCA,6,RURAL,1407019,9687,4298 (12433) SANTA MARIA,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EEB,2,ESCUELA ASOCIADA,SI,ARENA BLANCA,0981 303564,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407019,http://datos.mec.gov.py/id/instituciones/9687
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407105,COLONIA ALBORADA SUB-URBANO,6,RURAL,1407020,9688,1867,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,A 25 KM DE LA RUTA 10 LA RESIDENTA,0982 682271,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407020,http://datos.mec.gov.py/id/instituciones/9688
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407150,IBEL,6,RURAL,1407028,9696,4309 (13194) PASO ITABO,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,COL. NVA.(ASUNCION-PASO HABO),0973103235,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407028,http://datos.mec.gov.py/id/instituciones/9696
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407110,SAN JUAN,6,RURAL,1407029,9697,3544 BARRIO SAN JUAN,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,1º LINEA SAN JUAN, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1407029,http://datos.mec.gov.py/id/instituciones/9697
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407290,SAN ROQUE,6,RURAL,1407032,9700,4301 (14414) SAN ROQUE,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,3ª LINEA Bº SAN ROQUE,0981 2888891,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407032,http://datos.mec.gov.py/id/instituciones/9700
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407220,SAN ANTONIO,6,RURAL,1407033,9701,6904 (15362),OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EEB,2,ESCUELA ASOCIADA,SI,1RA. LINEA ASENT. SAN ISIDRO,0984 352961,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407033,http://datos.mec.gov.py/id/instituciones/9701
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407210,SAN JOSE,6,RURAL,1407035,9703,4300 (14413) SAN JOSE,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,1º LINEA 2º FRACCION,0982 599167,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1407035,http://datos.mec.gov.py/id/instituciones/9703
2012,14,CANINDEYU,1407,FRANCISCO CABALLERO ALVAREZ,1407230,COM INDIG ITAKUA PU,6,RURAL,1402062,9406,14971,OFICIAL,14C1RI,CANINDEYU - REGION INDIGENA,RICHARD FIDEL SALES ESQUIVEL,EEB,2,ESCUELA ASOCIADA,SI,55KM DE NUEVA ESPERANZA AL NORTE., , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1402062,http://datos.mec.gov.py/id/instituciones/9406
2012,14,CANINDEYU,1405,ITANARA,1405190,COLONIA ITANARA,6,RURAL,1405009,11303,6535 PASO CADENA,OFICIAL,14C1REI,CANINDEYU - REGION INDIGENA,RICHARD FIDEL SALES ESQUIVEL,EEB,2,ESCUELA ASOCIADA,SI,23 KM DE ITANARA,0982521079,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1405009,http://datos.mec.gov.py/id/instituciones/11303
2012,14,CANINDEYU,1405,ITANARA,1405001,CENTRO,1,URBANA,1405007,9660,ITANARA,OFICIAL,14C1R7,CANINDEYU - REGION 7,DENIS ISMAEL NOGUERA MOREL,"EEB,EM",3,ESCUELA INDEPENDIENTE,SI,SAN ROQUE GONZALEZ DE SANTACRUZ CASI YEGROS,0981737247,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1405007,http://datos.mec.gov.py/id/instituciones/9660
2012,14,CANINDEYU,1405,ITANARA,1405220,COM INDIG PARIRI,6,RURAL,1405008,10195,6536,OFICIAL,14C1REI,CANINDEYU - REGION INDIGENA,RICHARD FIDEL SALES ESQUIVEL,"EI,EEB",2,ESCUELA ASOCIADA,NO,1 60 KM DE YGATIMI,0984253697,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1405008,http://datos.mec.gov.py/id/instituciones/10195
2012,14,CANINDEYU,1405,ITANARA,1405250,SAN FRANCISCO,6,RURAL,1406002,9662,5775 (14139),OFICIAL,14C1R7,CANINDEYU - REGION 7,DENIS ISMAEL NOGUERA MOREL,EEB,2,ESCUELA ASOCIADA,SI,TACUARA KM 25,0983121845,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1406002,http://datos.mec.gov.py/id/instituciones/9662
2012,14,CANINDEYU,1405,ITANARA,1405190,COLONIA ITANARA,6,RURAL,1405001,9654,5752 (12056) PERPETUO SOCORRO,OFICIAL,14C1R7,CANINDEYU - REGION 7,DENIS ISMAEL NOGUERA MOREL,EEB,2,ESCUELA ASOCIADA,SI,BARRIO PERPETUO SOCORRO, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1405001,http://datos.mec.gov.py/id/instituciones/9654
2012,14,CANINDEYU,1405,ITANARA,1405190,COLONIA ITANARA,6,RURAL,1405002,9655,5751 (11519) SAGRADO CORAZON DE JESUS,OFICIAL,14C1R7,CANINDEYU - REGION 7,DENIS ISMAEL NOGUERA MOREL,EEB,2,ESCUELA ASOCIADA,SI,"CAMINO A CPTAN. BADO, YBYCUI RUGUA", , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1405002,http://datos.mec.gov.py/id/instituciones/9655
2012,14,CANINDEYU,1405,ITANARA,1405190,COLONIA ITANARA,6,RURAL,1405004,9657,13808 SAN RAMON,OFICIAL,14C1R7,CANINDEYU - REGION 7,DENIS ISMAEL NOGUERA MOREL,"EI,EEB",2,ESCUELA ASOCIADA,SI,COLONIA SAN RAMON, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1405004,http://datos.mec.gov.py/id/instituciones/9657
2012,14,CANINDEYU,1405,ITANARA,1405001,CENTRO,1,URBANA,1405006,9659,441 SAGRADA FAMILIA,OFICIAL,14C1R7,CANINDEYU - REGION 7,DENIS ISMAEL NOGUERA MOREL,"EI,EEB",1,ESCUELA CENTRO,SI,ROQUE GONZALEZ DE SANTACRUZ Y YEGROS, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1405006,http://datos.mec.gov.py/id/instituciones/9659
2012,14,CANINDEYU,1408,KATUETE,1408002,PRIMAVERA,1,URBANA,1408001,9669,1281,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,JUAN E. OLEARY,0471-234377, , , ,2012,http://datos.mec.gov.py/id/establecimientos/1408001,http://datos.mec.gov.py/id/instituciones/9669
2012,14,CANINDEYU,1408,KATUETE,1408003,CENTRO,1,URBANA,1408002,9675,KATUETE,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EEB,EM",2,ESCUELA ASOCIADA,SI,JUAN E. OLEARY,0471 234378,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1408002,http://datos.mec.gov.py/id/instituciones/9675
2012,14,CANINDEYU,1408,KATUETE,1408150,AGRICOLA PARAGUAYA,6,RURAL,1408003,9681,4308 (13091),OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB,EM",1,ESCUELA CENTRO,SI,SUPER CARRETERA KM 145,0981 721986,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1408003,http://datos.mec.gov.py/id/instituciones/9681
2012,14,CANINDEYU,1408,KATUETE,1408120,KUMANDA KAI,6,RURAL,1408013,9713,4307 (12154) KUMANDA KAI,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,COLONIA KUMANDA KAI KM 135,0983 297464,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1408013,http://datos.mec.gov.py/id/instituciones/9713
2012,14,CANINDEYU,1408,KATUETE,1408003,CENTRO,1,URBANA,1408015,9741,14-3,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EBBJA,FPI",0, , ,NIÑOS M. DE ACOSTA ÑU 1739, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1408015,http://datos.mec.gov.py/id/instituciones/9741
2012,14,CANINDEYU,1408,KATUETE,1408003,CENTRO,1,URBANA,1408015,9750,5701 (15147) KATUETE,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,NIÑOS M. DE ACOSTA ÑU 1739, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1408015,http://datos.mec.gov.py/id/instituciones/9750
2012,14,CANINDEYU,1408,KATUETE,1408003,CENTRO,1,URBANA,1408016,9746,4085 TERESIANO SAN ENRIQUE DE OSSO,PRIVADA,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,NO,EUSEBIO AYALA Y 24 DE MAYO,0471234050,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1408016,http://datos.mec.gov.py/id/instituciones/9746
2012,14,CANINDEYU,1408,KATUETE,1408999,LOCALIDAD A CONFIRMAR,1,URBANA,1408020,12062,14-66,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EBBJA,FPI",0, , ,CALLE LUIS ALBERTO DEL PARANÁ, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1408020,http://datos.mec.gov.py/id/instituciones/12062
2012,14,CANINDEYU,1408,KATUETE,1408003,CENTRO,1,URBANA,1408021,15787,7431 SAN ANTONIO,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",3,ESCUELA INDEPENDIENTE,SI,BARRIO SAN ANTONIO KATUETE, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1408021,http://datos.mec.gov.py/id/instituciones/15787
2012,14,CANINDEYU,1408,KATUETE,1408003,CENTRO,1,URBANA,1408022,15752,TERESIANO SAN ENRIQUE DE OSSO,OFICIAL,9999,NO APLICA,VACANTE,EM,0, ,SI,EUSEBIO AYALA Y 24 DE MAYO,0471 234050/1,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1408022,http://datos.mec.gov.py/id/instituciones/15752
2012,14,CANINDEYU,1408,KATUETE,1408999,LOCALIDAD A CONFIRMAR,6,RURAL,1408023,16654,7837 SANTA LIBRADA,OFICIAL,14C1N1,CANINDEYU - COORDIANCION 1 - NIVEL 1,JUAN PEREZ,EEB,0, , ,MARIO HALLEY MORA Y 24 DE MAYO, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1408023,http://datos.mec.gov.py/id/instituciones/16654
2012,14,CANINDEYU,1408,KATUETE,1408150,AGRICOLA PARAGUAYA,6,RURAL,1401035,9319,6973 (15146) SAN JORGE,OFICIAL,14C1R9,CANINDEYU - REGION 9 - SUPERVISION ADMINISTRATIVA,MARIA GLORIA RIOS DE ZARATE,"EI,EEB",2,ESCUELA ASOCIADA,SI,BARRIO SAN JORGE KM 2,0981 189754,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1401035,http://datos.mec.gov.py/id/instituciones/9319
2012,14,CANINDEYU,1409,LA PALOMA,1409130,MBARAKAJU,6,RURAL,1409004,9677,2406 CABO GERVACIO LEON,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EEB,2,ESCUELA ASOCIADA,SI,COLONIA MBARACAYU,0983 775468,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1409004,http://datos.mec.gov.py/id/instituciones/9677
2012,14,CANINDEYU,1409,LA PALOMA,1409140,JAMAICA,6,RURAL,1409005,9678,4297 (13920)  MEDALLA MILAGROSA,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,COLONIA JAMAICA,0983 608624,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1409005,http://datos.mec.gov.py/id/instituciones/9678
2012,14,CANINDEYU,1409,LA PALOMA,1409120,COLONIA SANTA CLARA,6,RURAL,1409007,9680,4296 (13517) SANTA CLARA,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,COLONIA SANTA CLARA,0983 994497,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1409007,http://datos.mec.gov.py/id/instituciones/9680
2012,14,CANINDEYU,1409,LA PALOMA,1409003,LAS MERCEDES,1,URBANA,1409008,9682,2932 PRIVADA ADVENTISTA,PRIVADA,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,NO,HUMAITA Y DEFENSORES DEL CHACO,0471 237425,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1409008,http://datos.mec.gov.py/id/instituciones/9682
2012,14,CANINDEYU,1409,LA PALOMA,1409180,VIRGEN DE FATIMA,6,RURAL,1409013,9724,4295 (11506) VIRGEN DE FATIMA,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,RUTA 10 LAS RESIDENTAS,0982 184013,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1409013,http://datos.mec.gov.py/id/instituciones/9724
2012,14,CANINDEYU,1409,LA PALOMA,1409001,MARIA AUXILIADORA,1,URBANA,1409014,10205,6636 MARIA AUXILIADORA,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EEB",2,ESCUELA ASOCIADA,SI,CALLE AMAMBAY, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1409014,http://datos.mec.gov.py/id/instituciones/10205
2012,14,CANINDEYU,1409,LA PALOMA,1409002,SAN BLAS,1,URBANA,1409002,9671,3403 CENTRO EDUC. PARROQ. ESPIRITU SANTO,PRIV.SUBVENCIONADA,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EEB,2,ESCUELA ASOCIADA,SI,MANUEL ORTIZ GUERRERO C/14 DE MAYO, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1409002,http://datos.mec.gov.py/id/instituciones/9671
2012,14,CANINDEYU,1409,LA PALOMA,1409002,SAN BLAS,1,URBANA,1409002,9671,3403 CENTRO EDUC. PARROQ. ESPIRITU SANTO,PRIVADA,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,"EI,EM",2,ESCUELA ASOCIADA,SI,MANUEL ORTIZ GUERRERO C/14 DE MAYO,0471 237332,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1409002,http://datos.mec.gov.py/id/instituciones/9671
2012,14,CANINDEYU,1409,LA PALOMA,1409002,SAN BLAS,1,URBANA,1409003,9672,E.N. DE COMERCIO LA PALOMA,OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EM,0, ,SI,CARLOS A.LOPEZ ENTRE MANUEL ORTIZ GUERRERO Y DELFIN CHAMORRO, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1409003,http://datos.mec.gov.py/id/instituciones/9672
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410240,COM INDIG ITAVO GUARANI,6,RURAL,1410029,9321,5801 (14273),OFICIAL,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EEB,1,ESCUELA CENTRO,SI,COLONIA ITAMBEY-ITABO GUARANI, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410029,http://datos.mec.gov.py/id/instituciones/9321
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410315,EL PORTAL SUB-URBANO,6,RURAL,1410034,13317,7170 SANTA TERESA,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,FRACCION EL PORTAL,0985840699,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410034,http://datos.mec.gov.py/id/instituciones/13317
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410999,LOCALIDAD A CONFIRMAR,6,RURAL,1410041,16042,7538 ARA PYAJHU,OFICIAL,14C1RI,CANINDEYU - REGION INDIGENA,RICHARD FIDEL SALES ESQUIVEL,EEB,2,ESCUELA ASOCIADA,SI,80 KM. DE NVA. ESPERANZA, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410041,http://datos.mec.gov.py/id/instituciones/16042
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410999,LOCALIDAD A CONFIRMAR,6,RURAL,1410035,13866,14-21,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EBBJA,0, , ,ESTANCIA FEDERICO, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410035,http://datos.mec.gov.py/id/instituciones/13866
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410999,LOCALIDAD A CONFIRMAR,1,URBANA,1410036,13975,7363 TACUARA'I,OFICIAL,14C1RI,CANINDEYU - REGION INDIGENA,RICHARD FIDEL SALES ESQUIVEL,EEB,2,ESCUELA ASOCIADA,SI,40 KM. DE NUEVA ESPERANZA, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410036,http://datos.mec.gov.py/id/instituciones/13975
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410001,CENTRO,1,URBANA,1410037,15372,7411 MARIA INMACULADA,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EI,EEB",2,ESCUELA ASOCIADA,NO,NUEVA ESPERANZA,0983553195,SI, ,cepemi1@hotmail.com,2012,http://datos.mec.gov.py/id/establecimientos/1410037,http://datos.mec.gov.py/id/instituciones/15372
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410001,CENTRO,1,URBANA,1410037,15372,7411 MARIA INMACULADA,PRIVADA,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EM,2,ESCUELA ASOCIADA,NO,NUEVA ESPERANZA,0983553195,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410037,http://datos.mec.gov.py/id/instituciones/15372
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410001,CENTRO,1,URBANA,1410037,16820,E.M.A. MARIA INMACULADA,PRIVADA,14C1R1,CANINDEYU - REGION 1 - COORDINACION 1,FRANCISCA FLORA FLORENCIANO DE LOPEZ,EMAPJA,0, , ,NUEVA ESPERANZA, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410037,http://datos.mec.gov.py/id/instituciones/16820
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410115,LAUREL SUB-URBANO,6,RURAL,1410038,15751,LAUREL,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EM,0, ,SI,AVENIDA PRINCIPAL,0973850611,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410038,http://datos.mec.gov.py/id/instituciones/15751
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410002,OBRERO,1,URBANA,1410039,9676,4306 (12686) SAN JOSE OBRERO,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EI,EEB",1,ESCUELA CENTRO,SI,CALLE PEROVA C/ CEDRO Y PALMA,046420266,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410039,http://datos.mec.gov.py/id/instituciones/9676
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410001,CENTRO,1,URBANA,1410040,9706,4626 CENTRO EDUCATIVO CANINDEYU,PRIVADA,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EI,EEB,EM",2,ESCUELA ASOCIADA,NO,YVYRAPYTA C/ PALMAS Y CHIVATO,046420225,SI, ,cec@cec.educ.py,2012,http://datos.mec.gov.py/id/establecimientos/1410040,http://datos.mec.gov.py/id/instituciones/9706
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410140,COLONIA MARANGATU,6,RURAL,1410042,16482,7716 ASENTAMIENTO ISLA VERDE,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,NUEVA ESPERANZA,0971466371,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410042,http://datos.mec.gov.py/id/instituciones/16482
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410140,COLONIA MARANGATU,6,RURAL,1410004,9300,4282 (12333) PARAGUAY PYAHU,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,COLONIA MARANGATU,0983731754,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410004,http://datos.mec.gov.py/id/instituciones/9300
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410140,COLONIA MARANGATU,6,RURAL,1410005,9303,3254 GRAL.JOSE EDUVIGIS DIAZ,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EI,EEB,EM",2,ESCUELA ASOCIADA,SI,CAMINO A PUERTO MARANGATU,0983303962,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410005,http://datos.mec.gov.py/id/instituciones/9303
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410260,1RO DE MARZO,6,RURAL,1410006,9305,5685 (13513),OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,"CALLE PRINCIPAL AL PUERTO MARANGATU, 75 KM DE LA SUPERCARRET",0973825098,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410006,http://datos.mec.gov.py/id/instituciones/9305
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410140,COLONIA MARANGATU,6,RURAL,1410010,9310,4283 (12687)SAN ROQUE G. DE SANTA CRUZ,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,KM 13 COL. MARANGATU, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410010,http://datos.mec.gov.py/id/instituciones/9310
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410140,COLONIA MARANGATU,6,RURAL,1410011,9311,5696 (14415) NIÑOS DE ACOSTA ÑU,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EEB,2,ESCUELA ASOCIADA,SI,COLONIA MARANGATU,0982432547,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410011,http://datos.mec.gov.py/id/instituciones/9311
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410165,COLONIA ITAMBEY SUB-URBANO,6,RURAL,1410012,9312,2564 MARISCAL LOPEZ,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EI,EEB",1,ESCUELA CENTRO,NO,COLONIA MARANGATU A 65 KM DE LA SUPERCARRETERA,0973165541,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410012,http://datos.mec.gov.py/id/instituciones/9312
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410230,TRONCAL 4,6,RURAL,1410014,9315,4285 (13514),OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EI,EEB",2,ESCUELA ASOCIADA,SI,CAMINO A MARANGATU-45KM DE LA SUPERCARRETERA,0973443175,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410014,http://datos.mec.gov.py/id/instituciones/9315
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410002,OBRERO,1,URBANA,1410016,9743,NUEVA ESPERANZA,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,EM,0, ,SI,PALMA Y PEROVA,046420326,NO, , ,2012,http://datos.mec.gov.py/id/establecimientos/1410016,http://datos.mec.gov.py/id/instituciones/9743
2012,14,CANINDEYU,1410,NUEVA ESPERANZA,1410002,OBRERO,1,URBANA,1410016,12061,14-65,OFICIAL,14C1R8,CANINDEYU - REGION 8 - COORDINACION 1,ZUMILDA MONZON DE PERALTA,"EBBJA,FPI",0, , ,PALMA Y PEROVA, , , , ,2012,http://datos.mec.gov.py/id/establecimientos/1410016,http://datos.mec.gov.py/id/instituciones/12061
